0.44037595	-0.27796867	-0.6423494	-0.5407063	-0.21818641	-0.36254758	-0.26907176
0.8706236	-0.76934946	-0.92500263	-0.88336724	-0.70778304	-0.76063305	-0.78316504
-1.9562491	1.8921361	2.156655	2.0937262	1.6584442	1.8085622	1.6895466
3.181209	-2.9537542	-3.3947594	-3.2054453	-2.7390141	-3.175262	-2.8111064
0.18163116	-0.13089684	-0.21474095	-0.18355401	-0.17341517	-0.20509855	-0.1534319
0.7461629	-0.7468587	-0.9075561	-0.80618227	-0.6579961	-0.74672717	-0.6656131
-0.76817274	0.6949147	0.7233964	0.76888216	0.5705073	0.6941993	0.64132965
-0.115114026	0.10222399	0.05891177	0.061812345	0.16299178	0.14608793	0.115065105
0.54784566	-0.5108782	-0.5869558	-0.59632427	-0.378431	-0.4729756	-0.4247062
3.840074	-3.762533	-4.0203953	-3.8568342	-3.5421815	-3.7560723	-3.6517997
7.151876	-7.033341	-7.370653	-7.204827	-6.805544	-7.1722507	-6.899323
-4.02169	3.9057312	4.2709785	4.0889573	3.7325735	4.0066605	3.7518811
0.22118503	-0.12136336	-0.2349613	-0.19740868	-0.11014346	-0.16159984	-0.1880319
0.6392137	-0.64435714	-0.7117397	-0.5896481	-0.70017457	-0.6846808	-0.65554285
-0.4369651	0.38034555	0.3948378	0.42920518	0.40875858	0.41138986	0.38341898
-0.4391697	0.45967466	0.5054959	0.45621496	0.43788826	0.4523376	0.43833512
-2.0853212	2.0402822	2.2079728	2.105017	1.968885	2.0310764	1.9396154
1.8546654	-1.7146504	-1.9460785	-1.8480436	-1.6855326	-1.8478479	-1.7181282
-0.14566371	0.08133463	0.044077456	0.05992169	0.088965274	0.12322186	0.082582936
0.74014056	-0.669242	-0.81240135	-0.7629571	-0.6898529	-0.6961068	-0.642395
-0.54762393	0.5709828	0.54409546	0.56758046	0.5933279	0.58000594	0.56683326
0.2791767	-0.23511912	-0.23941676	-0.28294468	-0.14925444	-0.26637855	-0.19688436
-0.45234892	0.5051138	0.46572205	0.4902367	0.5488123	0.5116917	0.54518825
1.5202287	-1.5422138	-1.6484745	-1.6005868	-1.420066	-1.5322005	-1.4119924
-4.3331547	4.202295	4.507317	4.395909	4.050293	4.222314	4.194515
1.2491518	-1.1297728	-1.3130536	-1.2460077	-1.0804158	-1.2255281	-1.1180788
1.071673	-1.0138642	-1.1434077	-1.06716	-0.9315271	-0.96872014	-0.95042497
-0.095813535	0.04795307	0.008103089	0.067569226	0.034968957	0.105033726	0.09456039
0.5608154	-0.5496348	-0.5117852	-0.53400636	-0.45692876	-0.5650695	-0.5705842
0.1299732	-0.18344657	-0.12640338	-0.1315143	-0.23510857	-0.17975071	-0.1677334
0.6863962	-0.71197885	-0.7036963	-0.7351241	-0.69949746	-0.7126768	-0.76136756
-1.026307	0.95340836	1.1272123	1.015766	0.881512	0.9040781	0.9285834
-0.059806537	0.029824007	0.14063773	0.09519969	0.124242045	0.10818736	0.06452924
0.6891173	-0.6598404	-0.7113578	-0.6594477	-0.5367865	-0.66011816	-0.59974813
1.3899611	-1.4037423	-1.4810982	-1.4034739	-1.3293988	-1.3972683	-1.3227602
-0.8606378	0.79120433	0.87303835	0.84518814	0.8446888	0.80853873	0.81955236
2.1964624	-2.2560368	-2.2449675	-2.2275712	-2.2863102	-2.2727437	-2.2729712
-1.2006301	1.2153975	1.2950248	1.2402759	1.0966636	1.1946052	1.2078578
-0.91782486	0.899324	1.0032657	0.9787082	0.918969	0.95995593	0.8991183
1.7489926	-1.7224902	-1.8366642	-1.7668333	-1.6490272	-1.7304147	-1.6544348
-1.1941544	1.1214519	1.1700191	1.2075583	1.176639	1.1425961	1.1264138
0.24166028	-0.24561816	-0.3215975	-0.25055107	-0.32030714	-0.29543087	-0.33496112
0.96487135	-0.9317191	-1.0631481	-0.9773225	-0.90894365	-0.9865301	-0.8750243
-1.7419593	1.6372913	1.861352	1.8217943	1.6183102	1.8016708	1.5870875
3.767126	-3.7187448	-3.9054883	-3.8624957	-3.5435317	-3.7614496	-3.639409
-2.2590003	2.1676273	2.434003	2.3431823	2.082428	2.22874	2.1310847
-1.1667805	1.1524167	1.1993376	1.2070826	1.0741662	1.1954074	1.1714473
-0.9813809	1.0261312	1.1110177	1.0537376	0.9004984	1.0169901	0.94831395
0.19766925	-0.15848675	-0.20592463	-0.15981503	-0.20028995	-0.17706633	-0.21214548
0.07101243	-0.12114881	-0.18712722	-0.13025197	-0.07256052	-0.1366226	-0.044280816
-1.5652148	1.5643737	1.5903816	1.5564313	1.4429393	1.5119503	1.4895341
-2.5700471	2.6445656	2.7442534	2.6234396	2.5194566	2.5934994	2.613368
-0.0025699048	-0.008659322	-0.003387726	-0.008243238	0.05437075	0.0012646798	0.036255896
-0.09783583	0.014227422	0.04573358	0.06705036	-0.019893724	0.12928735	-0.029331794
0.21084422	-0.13248415	-0.2509414	-0.17256612	-0.15896885	-0.18323013	-0.092110835
-0.76324147	0.73903495	0.83978754	0.743488	0.6317411	0.7375189	0.68685913
-0.04942127	0.10582394	0.0053212508	0.065320574	0.08543522	0.019190263	0.10777567
1.3029336	-1.2610632	-1.3686444	-1.2978365	-1.2015474	-1.3085507	-1.1782835
-2.0555165	1.951737	2.1197429	2.0281272	1.9404057	2.0684059	1.9550762
0.86391115	-0.79045165	-1.0130178	-0.9373255	-0.69834375	-0.8377457	-0.7692245
-0.34802678	0.2685777	0.28746662	0.290408	0.2799847	0.26589882	0.31805754
0.32957762	-0.30511132	-0.37587592	-0.37968016	-0.29550207	-0.3243572	-0.2364622
-0.6158211	0.57060283	0.69465375	0.6421385	0.54607046	0.5473381	0.53699565
-1.2615423	1.1657996	1.2760135	1.2265146	1.1606883	1.1761311	1.1783824
-1.3642343	1.3194772	1.4740683	1.3971801	1.2996409	1.3194276	1.2852682
1.2290906	-1.2434603	-1.3783573	-1.3198135	-1.2137625	-1.2609841	-1.2316155
1.731087	-1.6741769	-1.8437538	-1.7487448	-1.6257827	-1.7074169	-1.6423362
-0.13000804	0.09188428	0.1290873	0.09158882	0.1077941	0.08099932	0.058555838
-3.0686493	3.0441248	3.1436002	3.1520307	2.9041612	3.0545769	2.9321144
-1.5320903	1.46574	1.6585714	1.5796198	1.4120136	1.5444447	1.4851732
6.280617	-6.1108775	-6.3612585	-6.303806	-5.998199	-6.1544456	-6.0770664
-1.7809325	1.7451702	1.88043	1.8311418	1.6711285	1.7234403	1.696653
-0.8692022	0.7983736	0.8492192	0.8794375	0.8571066	0.85687774	0.859012
-1.5698181	1.5176065	1.6550949	1.5867748	1.4063877	1.5611951	1.4347875
-1.5452383	1.4840609	1.6726834	1.6117922	1.4766402	1.54937	1.4680122
1.1721419	-1.2312677	-1.3346467	-1.23999	-1.192172	-1.2007223	-1.144871
-0.3138832	0.3056096	0.34635952	0.37264845	0.28607255	0.28406116	0.32944483
0.5787306	-0.5473623	-0.63828677	-0.6268957	-0.484186	-0.53798574	-0.47737423
0.6405526	-0.5746252	-0.61418027	-0.6117285	-0.49530423	-0.5336259	-0.54182106
1.27598	-1.2084328	-1.378848	-1.2259762	-1.1968253	-1.2363827	-1.1722934
1.5889906	-1.498439	-1.701834	-1.5834665	-1.5605664	-1.5418167	-1.467745
-3.2605956	3.147913	3.3866208	3.2264912	3.014758	3.1772246	3.058525
-0.28642505	0.28560102	0.27194753	0.2558955	0.25850958	0.28608483	0.28771466
-1.939442	1.9747741	2.0464702	1.979203	1.8736613	1.9280394	1.9259119
-0.46712077	0.45832226	0.4440023	0.4740128	0.4584441	0.47305125	0.46072716
0.6300739	-0.66623884	-0.6314689	-0.6560718	-0.61382085	-0.65586567	-0.57073927
0.5223248	-0.52791977	-0.6431372	-0.5106137	-0.47876766	-0.56363595	-0.48434883
0.695877	-0.73606884	-0.7018245	-0.6922119	-0.6823958	-0.6801185	-0.70361286
1.4589792	-1.4629233	-1.457984	-1.4527322	-1.3880068	-1.465255	-1.3444859
1.7549973	-1.7007488	-1.8606416	-1.7457159	-1.6337289	-1.7687074	-1.6391958
0.14831765	-0.07050577	-0.23565803	-0.13750783	-0.11386326	-0.08579776	-0.049720373
0.9374522	-0.9158693	-0.9284912	-0.945173	-0.8576866	-0.91526055	-0.85316575
-1.3137547	1.2873245	1.4291327	1.3457019	1.2451805	1.3446351	1.2505573
-0.35391206	0.34116402	0.42111722	0.35987586	0.36474538	0.39714375	0.33006513
0.40587458	-0.47977895	-0.49177682	-0.4921113	-0.40529376	-0.49569583	-0.4205554
-0.68529445	0.5717931	0.70014936	0.7136444	0.58665127	0.6370912	0.6401955
-0.649187	0.62470514	0.63784075	0.6794629	0.5781231	0.59405845	0.61330783
2.364573	-2.4019322	-2.4338546	-2.3856773	-2.2933102	-2.296463	-2.2999947
0.57998794	-0.586221	-0.5757502	-0.59755236	-0.5494232	-0.5520472	-0.5220782
-1.102767	1.0989406	1.2011378	1.1528412	1.062735	1.0558935	1.0249808
-1.7769265	1.7606791	1.8008049	1.7448852	1.6807938	1.6915249	1.7106178
2.301405	-2.228447	-2.3709097	-2.3290312	-2.2883735	-2.2737567	-2.2618303
0.20803827	-0.21957332	-0.26438847	-0.2668241	-0.20322315	-0.25778174	-0.16860192
-0.97853684	0.9218843	1.0782646	1.0543902	0.9049355	1.0300659	0.9827282
1.0617431	-1.0381765	-1.1209502	-1.0974085	-0.98058856	-1.0653269	-1.0745822
0.74680823	-0.6648984	-0.7358652	-0.743149	-0.69352096	-0.73913836	-0.65908253
-0.9738731	0.92803115	1.0769414	0.96928376	0.87341946	0.92554134	0.90189314
0.49464014	-0.42918533	-0.46475026	-0.5401609	-0.47854567	-0.477135	-0.50382715
-2.2022977	2.0723078	2.2715032	2.2180715	2.0277548	2.1513562	2.061374
0.37446466	-0.39259768	-0.4341403	-0.43999717	-0.38796964	-0.40977198	-0.38981518
-0.9430327	0.882598	0.9823154	0.92953897	0.8122134	0.9037858	0.8505933
-1.0801104	1.0591744	1.0274543	1.0980725	1.0240896	1.0611125	1.050258
0.23465145	-0.20963904	-0.16347605	-0.18804045	-0.29849032	-0.23128866	-0.25856894
-2.0765603	2.0076962	2.1030884	2.069407	1.9453268	2.006467	1.9370657
5.255424	-5.1898093	-5.40051	-5.3100433	-5.0902414	-5.253859	-5.2065935
-1.2632599	1.2630641	1.3857713	1.3591088	1.2525054	1.2334658	1.2666906
5.310886	-5.1975913	-5.4064794	-5.3331447	-5.13449	-5.281125	-5.143621
0.41157895	-0.33273736	-0.40736824	-0.40768975	-0.37391353	-0.39086092	-0.3577351
3.343738	-3.2170877	-3.3849423	-3.295862	-3.1672845	-3.3323681	-3.2036366
